上座率(%),场均人次,票房占比(%),已上映天数,排片场次,排片占比(%),当日票房(万),当日总出票(万),当日总场次(万),出品国家,电影类别1,电影类别2,电影类别3,电影评分,男性占比(%),女性占比(%),节假日
0.041,2.9,0.0005,36,38,0.0005,0.46,360.3,38.5,1,2,0,0,9,0.4,0.4,2
0.033,2.8,0.0005,58,50,0.0005,0.44,360.3,38.5,5,8,7,22,9,0.278,0.278,2
0.065,5.6,0.0005,86,22,0.0005,0.43,360.3,38.5,3,1,6,7,9,0.204,0.204,2
0.033,4.6,0.0005,44,17,0.0005,0.31,360.3,38.5,3,6,24,5,9,0.566,0.566,2
0.846,47,0.0005,53,2,0.0005,0.28,360.3,38.5,1,2,18,22,0,0,0,2
0.03,3.2,0.0005,37,17,0.0005,0.27,360.3,38.5,1,2,1,0,0,0.339,0.339,2
0.556,42,0.0005,47,1,0.0005,0.24,360.3,38.5,1,4,11,16,0,0.292,0.292,2
0.358,80,0.0005,37,1,0.0005,0.24,360.3,38.5,1,2,0,0,0,0,0,2
0.019,2.1,0.0005,54,20,0.0005,0.15,360.3,38.5,1,4,2,0,9,0.333,0.333,2
0.022,2.2,0.0005,29,21,0.0005,0.15,360.3,38.5,1,2,8,7,0,0.284,0.284,2
0.03,4.1,0.0005,30,8,0.0005,0.11,360.3,38.5,1,2,0,0,0,0.315,0.315,2
0.014,1.6,0.0005,36,19,0.0005,0.08,360.3,38.5,1,16,17,0,0,0.381,0.381,2
0.087,3,0.0005,23,10,0.0005,0.07,360.3,38.5,1,1,4,0,0,0.47,0.47,2
0.015,1.4,0.0005,92,10,0.0005,0.07,360.3,38.5,1,8,6,35,0,0.197,0.197,2
0.021,6.3,0.0005,30,4,0.0005,0.07,360.3,38.5,1,2,32,5,0,0.507,0.507,2
0.005,0.9,0.0005,26,17,0.0005,0.06,360.3,38.5,1,2,0,0,0,0.335,0.335,2
0.294,20,0.0005,23,1,0.0005,0.05,360.3,38.5,1,2,0,0,0,0.54,0.54,2
0.008,1.3,0.0005,54,7,0.0005,0.03,360.3,38.5,1,2,4,0,0,0.281,0.281,2
0.025,3,0.0005,57,3,0.0005,0.01,360.3,38.5,6,8,0,0,0,0.171,0.171,2
0.007,0.4,0.0005,37,7,0.0005,0.01,360.3,38.5,1,2,0,0,0,0.636,0.636,2
0.043,0.1,0.0005,93,29,0.0005,0.01,360.3,38.5,1,8,7,1,9,0.348,0.348,2
0.005,0.4,0.0005,58,7,0.0005,0.01,360.3,38.5,1,11,3,0,8,0.365,0.365,2
0.005,0.2,0.0005,101,19,0.0005,0.01,360.3,38.5,1,2,0,0,10,0.398,0.398,2
0.051,7.7,0.278,18,94474,0.248,3103.67,269.9,38.1,1,2,3,11,9,0.419,0.419,1
0.052,6.4,0.183,18,76205,0.2,2050.23,269.9,38.1,1,4,1,0,9,0.425,0.425,1
0.066,7.4,0.182,18,67138,0.176,2039.75,269.9,38.1,1,2,18,19,10,0.465,0.465,1
0.066,7.7,0.178,17,60976,0.16,1990.61,269.9,38.1,1,2,3,5,9,0.43,0.43,1
0.071,6.6,0.052,18,20872,0.054,580.28,269.9,38.1,1,1,2,0,9,0.381,0.381,1
0.076,7.6,0.048,17,22498,0.059,541.06,269.9,38.1,3,8,0,0,9,0.235,0.235,1
0.058,5.6,0.026,18,14752,0.038,297.48,269.9,38.1,1,1,8,6,9,0.265,0.265,1
0.068,9.9,0.008,47,2107,0.005,99.67,269.9,38.1,3,2,30,18,9,0.569,0.569,1
0.108,10.2,0.005,88,1426,0.003,65.52,269.9,38.1,1,15,5,29,9,0.41,0.41,1
0.084,41.4,0.004,65,237,0.0005,54.68,269.9,38.1,1,8,14,6,8,0.192,0.192,1
0.037,3.8,0.004,17,4006,0.01,54.44,269.9,38.1,1,8,1,7,0,0.349,0.349,1
0.024,2.6,0.004,3,5923,0.015,49.11,269.9,38.1,1,17,16,0,0,0.378,0.378,1
0.048,4.7,0.003,69,1840,0.004,35.27,269.9,38.1,1,3,2,0,9,0.359,0.359,1
0.101,10.1,0.003,17,859,0.002,34.65,269.9,38.1,1,8,6,1,0,0.274,0.274,1
0.043,6.3,0.002,17,1510,0.003,29.94,269.9,38.1,1,7,31,8,0,0.163,0.163,1
0.419,53.1,0.002,49,154,0.0005,23.17,269.9,38.1,1,18,30,0,0,0.374,0.374,1
0.022,2.4,0.0005,37,891,0.002,8.73,269.9,38.1,1,2,3,0,9,0.353,0.353,1
0.026,2.8,0.0005,31,783,0.002,7.39,269.9,38.1,3,5,6,0,8,0.699,0.699,1
0.159,19.9,0.0005,80,79,0.0005,6.33,269.9,38.1,1,22,24,1,9,0.205,0.205,1
0.006,0.7,0.0005,3,2068,0.005,4.91,269.9,38.1,7,4,2,0,0,0.378,0.378,1
0.035,3.5,0.0005,59,248,0.0005,3.47,269.9,38.1,1,2,1,0,9,0.274,0.274,1
0.088,8.8,0.0005,59,97,0.0005,3.4,269.9,38.1,3,9,30,0,9,0.298,0.298,1
0.026,2.9,0.0005,17,275,0.0005,2.51,269.9,38.1,5,8,6,0,0,0.201,0.201,1
0.041,4.4,0.0005,37,49,0.0005,0.89,269.9,38.1,1,2,0,0,9,0.4,0.4,1
0.04,13.3,0.0005,18,18,0.0005,0.76,269.9,38.1,1,2,1,4,0,0.458,0.458,1
0.01,0.9,0.0005,60,178,0.0005,0.64,269.9,38.1,1,2,12,0,9,0.207,0.207,1
0.041,4.1,0.0005,87,38,0.0005,0.62,269.9,38.1,3,1,6,7,9,0.204,0.204,1
0.018,1.9,0.0005,73,72,0.0005,0.54,269.9,38.1,1,6,5,14,9,0.433,0.433,1
0.029,2.7,0.0005,59,60,0.0005,0.5,269.9,38.1,5,8,7,22,9,0.278,0.278,1
0.045,2.8,0.0005,8,48,0.0005,0.35,269.9,38.1,1,9,0,0,0,0.339,0.339,1
0.049,3.8,0.0005,38,16,0.0005,0.3,269.9,38.1,1,2,1,0,0,0.339,0.339,1
0.071,6.3,0.0005,30,19,0.0005,0.29,269.9,38.1,1,2,8,7,0,0.284,0.284,1
0.031,4.1,0.0005,45,19,0.0005,0.28,269.9,38.1,3,6,24,5,9,0.566,0.566,1
0.009,0.8,0.0005,31,60,0.0005,0.21,269.9,38.1,1,3,11,0,0,0.229,0.229,1
0.095,3.1,0.0005,24,23,0.0005,0.18,269.9,38.1,1,1,4,0,0,0.47,0.47,1
0.008,1,0.0005,55,46,0.0005,0.17,269.9,38.1,1,4,2,0,9,0.333,0.333,1
0.003,3.1,0.0005,27,19,0.0005,0.15,269.9,38.1,1,2,0,0,0,0.335,0.335,1
0.707,60,0.0005,37,1,0.0005,0.12,269.9,38.1,1,2,0,0,0,0.365,0.365,1
0.045,5,0.0005,73,7,0.0005,0.1,269.9,38.1,1,9,0,0,10,0.285,0.285,1
0.217,0.05,0.0005,31,94,0.0005,0.09,269.9,38.1,3,2,11,16,8,0.315,0.315,1
0.009,4.3,0.0005,38,7,0.0005,0.07,269.9,38.1,1,2,0,0,0,0.636,0.636,1
0.018,2.5,0.0005,31,4,0.0005,0.03,269.9,38.1,1,2,0,0,0,0.315,0.315,1
0.007,0.9,0.0005,55,7,0.0005,0.02,269.9,38.1,1,2,4,0,0,0.281,0.281,1
0.037,3,0.0005,58,3,0.0005,0.02,269.9,38.1,6,8,0,0,0,0.171,0.171,1
0.128,9,0.0005,66,1,0.0005,0.02,269.9,38.1,0,0,0,0,0,0,0,1
0.147,10,0.0005,24,1,0.0005,0.02,269.9,38.1,1,2,0,0,0,0.54,0.54,1
0.013,1.6,0.0005,58,5,0.0005,0.02,269.9,38.1,1,8,5,1,0,0.231,0.231,1
0.015,1.6,0.0005,93,5,0.0005,0.02,269.9,38.1,1,8,6,35,0,0.197,0.197,1
0.451,0,0.0005,26,13,0.0005,0.02,269.9,38.1,1,2,3,11,0,0.398,0.398,1
0.017,1,0.0005,31,5,0.0005,0.01,269.9,38.1,1,2,32,5,0,0.507,0.507,1
0.001,0.2,0.0005,37,22,0.0005,0.01,269.9,38.1,1,16,17,0,0,0.381,0.381,1
0.037,2,0.0005,58,2,0.0005,0.01,269.9,38.1,1,8,0,0,0,0.354,0.354,1
0.001,0.2,0.0005,37,13,0.0005,0.01,269.9,38.1,1,2,4,7,0,0.285,0.285,1
0.023,3.4,0.301,19,86818,0.263,1237.64,98.5,32.9,1,2,3,11,9,0.419,0.419,13
0.025,3,0.212,19,70176,0.213,871.36,98.5,32.9,1,4,1,0,9,0.425,0.425,13
0.027,3.2,0.185,18,57456,0.174,761.39,98.5,32.9,1,2,3,5,9,0.43,0.43,13
0.024,2.9,0.181,19,61476,0.186,745.79,98.5,32.9,1,2,18,19,10,0.465,0.465,13
0.025,2.3,0.05,19,21134,0.064,206.83,98.5,32.9,1,1,2,0,9,0.381,0.381,13
0.017,1.8,0.007,4,5302,0.016,31.06,98.5,32.9,1,17,16,0,0,0.378,0.378,13
0.653,70.4,0.006,50,106,0.0005,26.6,98.5,32.9,1,18,30,0,0,0.374,0.374,13
0.009,1,0.006,18,7895,0.023,25.62,98.5,32.9,3,8,0,0,9,0.235,0.235,13
0.019,2.6,0.005,48,1973,0.005,23.14,98.5,32.9,3,2,30,18,9,0.569,0.569,13
0.017,1.9,0.003,70,1955,0.005,15.5,98.5,32.9,1,3,2,0,9,0.359,0.359,13
0.019,1.8,0.003,89,1518,0.004,13.01,98.5,32.9,1,15,5,29,9,0.41,0.41,13
0.034,9.5,0.003,18,442,0.001,12.72,98.5,32.9,1,7,31,8,0,0.163,0.163,13
0.114,11.9,0.002,18,252,0.0005,11.35,98.5,32.9,1,8,6,1,0,0.274,0.274,13
0.004,0.5,0.002,19,5042,0.015,8.22,98.5,32.9,1,1,8,6,9,0.265,0.265,13
0.009,0.9,0.001,38,1258,0.003,4.49,98.5,32.9,1,2,3,0,9,0.353,0.353,13
0.012,5.9,0.001,1,186,0.0005,4.41,98.5,32.9,1,2,23,0,0,0.3,0.3,13
0.013,1.3,0.0005,32,926,0.002,4.07,98.5,32.9,3,5,6,0,8,0.699,0.699,13
0.004,0.4,0.0005,4,1710,0.005,2.83,98.5,32.9,7,4,2,0,0,0.378,0.378,13
0.002,0.2,0.0005,18,1482,0.004,1.36,98.5,32.9,1,8,1,7,0,0.349,0.349,13
0.038,3.7,0.0005,60,94,0.0005,1.25,98.5,32.9,3,9,30,0,9,0.298,0.298,13
0.512,55.6,0.0005,46,5,0.0005,0.69,98.5,32.9,1,2,0,0,0,0.356,0.356,13
0.016,9.8,0.0005,25,22,0.0005,0.54,98.5,32.9,1,1,4,0,0,0.47,0.47,13
0.005,0.6,0.0005,61,200,0.0005,0.47,98.5,32.9,1,2,12,0,9,0.207,0.207,13
0.015,1.6,0.0005,81,67,0.0005,0.45,98.5,32.9,1,22,24,1,9,0.205,0.205,13
0.006,0.4,0.0005,60,229,0.0005,0.42,98.5,32.9,1,2,1,0,9,0.274,0.274,13
0.04,7.4,0.0005,19,20,0.0005,0.41,98.5,32.9,1,2,1,4,0,0.458,0.458,13
0.012,1.1,0.0005,38,58,0.0005,0.25,98.5,32.9,1,2,0,0,9,0.4,0.4,13
0.015,1.4,0.0005,88,39,0.0005,0.24,98.5,32.9,3,1,6,7,9,0.204,0.204,13
0.353,56.5,0.0005,9,2,0.0005,0.24,98.5,32.9,1,2,0,0,0,0.387,0.387,13
0.24,43,0.0005,38,2,0.0005,0.24,98.5,32.9,1,2,0,0,0,0.365,0.365,13
0.007,0.7,0.0005,74,77,0.0005,0.22,98.5,32.9,1,6,5,14,9,0.433,0.433,13
0.009,1.3,0.0005,9,43,0.0005,0.14,98.5,32.9,1,9,0,0,0,0.339,0.339,13
0.01,1,0.0005,39,27,0.0005,0.13,98.5,32.9,1,2,1,0,0,0.339,0.339,13
0.004,0.4,0.0005,32,65,0.0005,0.09,98.5,32.9,1,3,11,0,0,0.229,0.229,13
0.001,0.1,0.0005,18,104,0.0005,0.05,98.5,32.9,5,8,6,0,0,0.201,0.201,13
0.002,0.2,0.0005,56,54,0.0005,0.05,98.5,32.9,1,4,2,0,9,0.333,0.333,13
0.013,1.7,0.0005,32,3,0.0005,0.04,98.5,32.9,1,2,0,0,0,0.315,0.315,13
0.005,0.6,0.0005,46,17,0.0005,0.04,98.5,32.9,3,6,24,5,9,0.566,0.566,13
0.003,0.2,0.0005,28,31,0.0005,0.03,98.5,32.9,1,2,0,0,0,0.335,0.335,13
0.004,0.4,0.0005,38,25,0.0005,0.02,98.5,32.9,1,16,17,0,0,0.381,0.381,13
0.005,0.8,0.0005,74,6,0.0005,0.02,98.5,32.9,1,9,0,0,10,0.285,0.285,13
0.013,4,0.0005,31,2,0.0005,0.02,98.5,32.9,1,2,8,7,0,0.284,0.284,13
0.002,0.2,0.0005,60,26,0.0005,0.01,98.5,32.9,5,8,7,22,9,0.278,0.278,13
0.001,0.1,0.0005,38,21,0.0005,0.01,98.5,32.9,1,2,4,7,0,0.285,0.285,13
0.021,3.2,0.292,20,85854,0.262,1157.59,95,32.8,1,2,3,11,9,0.419,0.419,13
0.022,2.8,0.201,20,69157,0.211,794.96,95,32.8,1,4,1,0,9,0.425,0.425,13
0.025,3.1,0.194,20,60734,0.185,768.06,95,32.8,1,2,18,19,10,0.465,0.465,13
0.025,3.1,0.185,19,56900,0.173,733,95,32.8,1,2,3,5,9,0.43,0.43,13
0.024,2.4,0.052,20,21003,0.064,206.88,95,32.8,1,1,2,0,9,0.381,0.381,13
0.002,31.2,0.01,67,227,0.0005,43.09,95,32.8,1,8,14,6,8,0.192,0.192,13
0.015,1.6,0.006,5,5221,0.015,27.22,95,32.8,1,17,16,0,0,0.378,0.378,13
0.573,61.3,0.006,51,102,0.0005,24.55,95,32.8,1,18,30,0,0,0.374,0.374,13
0.018,2.5,0.005,49,1921,0.005,21.77,95,32.8,3,2,30,18,9,0.569,0.569,13
0.008,0.9,0.005,19,7391,0.022,21.68,95,32.8,3,8,0,0,9,0.235,0.235,13
0.015,1.6,0.005,1,3207,0.009,20.69,95,32.8,3,9,30,0,9,0.247,0.247,13
0.016,1.8,0.003,71,2016,0.006,14.44,95,32.8,1,3,2,0,9,0.359,0.359,13
0.039,9.7,0.003,19,435,0.001,12.83,95,32.8,1,7,31,8,0,0.163,0.163,13
0.02,1.6,0.003,90,1524,0.004,12.46,95,32.8,1,15,5,29,9,0.41,0.41,13
0.116,12,0.002,19,257,0.0005,11.62,95,32.8,1,8,6,1,0,0.274,0.274,13
0.071,8.4,0.002,2,251,0.0005,8.55,95,32.8,1,2,23,0,0,0.3,0.3,13
0.004,0.4,0.001,20,4637,0.014,7.18,95,32.8,1,1,8,6,9,0.265,0.265,13
0.008,0.9,0.001,39,1283,0.003,4.58,95,32.8,1,2,3,0,9,0.353,0.353,13
0.011,1.2,0.001,33,1048,0.003,4.02,95,32.8,3,5,6,0,8,0.699,0.699,13
0.125,42.5,0.0005,26,12,0.0005,1.27,95,32.8,1,1,4,0,0,0.47,0.47,13
0.002,0.3,0.0005,19,1388,0.004,1.22,95,32.8,1,8,1,7,0,0.349,0.349,13
0.044,4,0.0005,61,79,0.0005,1.17,95,32.8,3,9,30,0,9,0.298,0.298,13
0.003,0.2,0.0005,5,1455,0.004,1.03,95,32.8,7,4,2,0,0,0.378,0.378,13
0.017,2.5,0.0005,82,88,0.0005,0.87,95,32.8,1,22,24,1,9,0.205,0.205,13
0.004,0.6,0.0005,61,175,0.0005,0.49,95,32.8,1,2,1,0,9,0.274,0.274,13
0.115,20.6,0.0005,47,8,0.0005,0.45,95,32.8,1,2,0,0,0,0.356,0.356,13
0.237,28.8,0.0005,56,4,0.0005,0.34,95,32.8,1,2,18,22,0,0,0,13
0.014,1.1,0.0005,39,50,0.0005,0.23,95,32.8,1,2,0,0,9,0.4,0.4,13
0.004,0.4,0.0005,75,96,0.0005,0.17,95,32.8,1,6,5,14,9,0.433,0.433,13
0.02,1.5,0.0005,10,44,0.0005,0.17,95,32.8,1,9,0,0,0,0.339,0.339,13
0.004,0.3,0.0005,33,89,0.0005,0.15,95,32.8,1,3,11,0,0,0.229,0.229,13
0.741,66,0.0005,39,1,0.0005,0.15,95,32.8,1,2,0,0,0,0.365,0.365,13
0.038,3.8,0.0005,33,8,0.0005,0.15,95,32.8,1,2,32,5,0,0.507,0.507,13
0.011,0.9,0.0005,89,36,0.0005,0.1,95,32.8,3,1,6,7,9,0.204,0.204,13
0.758,43,0.0005,10,1,0.0005,0.09,95,32.8,1,2,0,0,0,0.387,0.387,13
0.01,1,0.0005,39,34,0.0005,0.09,95,32.8,1,16,17,0,0,0.381,0.381,13
0.009,0.8,0.0005,40,25,0.0005,0.09,95,32.8,1,2,1,0,0,0.339,0.339,13
0.005,0.4,0.0005,57,46,0.0005,0.07,95,32.8,1,4,2,0,9,0.333,0.333,13
0.007,1.3,0.0005,47,19,0.0005,0.06,95,32.8,3,6,24,5,9,0.566,0.566,13
0.001,0.2,0.0005,19,104,0.0005,0.05,95,32.8,5,8,6,0,0,0.201,0.201,13
0.006,0.7,0.0005,28,10,0.0005,0.02,95,32.8,1,2,3,11,0,0.398,0.398,13
0.001,0.2,0.0005,61,35,0.0005,0.02,95,32.8,5,8,7,22,9,0.278,0.278,13
0.002,0.2,0.0005,39,28,0.0005,0.02,95,32.8,1,2,4,7,0,0.285,0.285,13
0.002,0.2,0.0005,29,25,0.0005,0.01,95,32.8,1,2,0,0,0,0.335,0.335,13
0.007,0.8,0.0005,75,5,0.0005,0.01,95,32.8,1,9,0,0,10,0.285,0.285,13
0.02,3.1,0.285,21,85432,0.262,1108.26,93.7,32.6,1,2,3,11,9,0.419,0.419,13
0.026,3.3,0.21,21,60444,0.185,816.95,93.7,32.6,1,2,18,19,10,0.465,0.465,13
0.021,2.6,0.189,21,68578,0.21,737.43,93.7,32.6,1,4,1,0,9,0.425,0.425,13
0.025,3,0.184,20,56788,0.174,716.25,93.7,32.6,1,2,3,5,9,0.43,0.43,13
0.023,2.3,0.051,21,21131,0.064,200.61,93.7,32.6,1,1,2,0,9,0.381,0.381,13
0.75,67.6,0.008,52,125,0.0005,32.11,93.7,32.6,1,18,30,0,0,0.374,0.374,13
0.014,1.5,0.006,6,5156,0.015,25.12,93.7,32.6,1,17,16,0,0,0.378,0.378,13
0.018,2.6,0.006,50,1965,0.006,23.61,93.7,32.6,3,2,30,18,9,0.569,0.569,13
0.008,1,0.005,20,7141,0.021,21.99,93.7,32.6,3,8,0,0,9,0.235,0.235,13
0.013,1.5,0.004,2,3430,0.01,18.07,93.7,32.6,3,9,30,0,9,0.247,0.247,13
0.1,13.5,0.004,3,310,0.0005,16.78,93.7,32.6,1,2,23,0,0,0.3,0.3,13
0.017,1.9,0.004,72,2068,0.006,15.97,93.7,32.6,1,3,2,0,9,0.359,0.359,13
0.098,13,0.003,20,249,0.0005,12.13,93.7,32.6,1,8,6,1,0,0.274,0.274,13
0.02,8.6,0.003,20,438,0.001,11.74,93.7,32.6,1,7,31,8,0,0.163,0.163,13
0.015,1.4,0.002,91,1502,0.004,9.29,93.7,32.6,1,15,5,29,9,0.41,0.41,13
0.004,0.4,0.001,21,4555,0.013,6.85,93.7,32.6,1,1,8,6,9,0.265,0.265,13
0.008,0.9,0.001,40,1345,0.004,4.8,93.7,32.6,1,2,3,0,9,0.353,0.353,13
0.012,1.3,0.001,34,1120,0.003,4.56,93.7,32.6,3,5,6,0,8,0.699,0.699,13
0.242,34.3,0.0005,29,80,0.0005,2.85,93.7,32.6,1,2,0,0,0,0.351,0.351,13
0.003,0.3,0.0005,20,1348,0.004,1.35,93.7,32.6,1,8,1,7,0,0.349,0.349,13
0.083,29.6,0.0005,27,17,0.0005,1.26,93.7,32.6,1,1,4,0,0,0.47,0.47,13
0.004,0.3,0.0005,6,1265,0.003,1.24,93.7,32.6,7,4,2,0,0,0.378,0.378,13
0.022,2.2,0.0005,83,94,0.0005,0.95,93.7,32.6,1,22,24,1,9,0.205,0.205,13
0.642,71.3,0.0005,11,6,0.0005,0.85,93.7,32.6,1,2,0,0,0,0.387,0.387,13
0.409,35,0.0005,40,5,0.0005,0.57,93.7,32.6,1,2,0,0,0,0.322,0.322,13
0.004,0.9,0.0005,34,98,0.0005,0.37,93.7,32.6,1,3,11,0,0,0.229,0.229,13
0.011,1.3,0.0005,40,61,0.0005,0.33,93.7,32.6,1,2,0,0,9,0.4,0.4,13
0.024,2,0.0005,41,31,0.0005,0.33,93.7,32.6,1,2,1,0,0,0.339,0.339,13
0.525,31.3,0.0005,48,3,0.0005,0.24,93.7,32.6,1,2,0,0,0,0.356,0.356,13
0.004,0.5,0.0005,76,91,0.0005,0.18,93.7,32.6,1,6,5,14,9,0.433,0.433,13
0.155,24,0.0005,34,3,0.0005,0.18,93.7,32.6,1,2,32,5,0,0.507,0.507,13
0.011,0.8,0.0005,90,45,0.0005,0.12,93.7,32.6,3,1,6,7,9,0.204,0.204,13
0.02,3.8,0.0005,21,12,0.0005,0.1,93.7,32.6,1,2,1,4,0,0.458,0.458,13
0.005,0.9,0.0005,11,39,0.0005,0.1,93.7,32.6,1,9,0,0,0,0.339,0.339,13
0.008,1,0.0005,48,22,0.0005,0.09,93.7,32.6,3,6,24,5,9,0.566,0.566,13
0.469,31,0.0005,40,1,0.0005,0.07,93.7,32.6,1,2,0,0,0,0.365,0.365,13
0.002,0.2,0.0005,20,102,0.0005,0.06,93.7,32.6,5,8,6,0,0,0.201,0.201,13
0.003,0.3,0.0005,58,50,0.0005,0.05,93.7,32.6,1,4,2,0,9,0.333,0.333,13
0.003,0.3,0.0005,40,31,0.0005,0.02,93.7,32.6,1,16,17,0,0,0.381,0.381,13
0.046,4.5,0.0005,69,2,0.0005,0.02,93.7,32.6,0,0,0,0,0,0,0,13
0.002,0.2,0.0005,62,25,0.0005,0.02,93.7,32.6,1,11,3,0,8,0.365,0.365,13
0.019,2.9,0.277,22,85047,0.261,1036.52,90.3,32.5,1,2,3,11,9,0.419,0.419,13
0.027,3.3,0.218,22,60464,0.186,814.93,90.3,32.5,1,2,18,19,10,0.465,0.465,13
0.023,2.9,0.184,21,56870,0.175,689.92,90.3,32.5,1,2,3,5,9,0.43,0.43,13
0.019,2.4,0.184,22,68247,0.21,687.69,90.3,32.5,1,4,1,0,9,0.425,0.425,13
0.023,2.3,0.053,22,21063,0.064,198.58,90.3,32.5,1,1,2,0,9,0.381,0.381,13
0.263,32.3,0.011,69,216,0.0005,43.12,90.3,32.5,1,8,14,6,8,0.192,0.192,13
0.61,48.4,0.006,53,142,0.0005,25.23,90.3,32.5,1,18,30,0,0,0.374,0.374,13
0.018,2.6,0.006,51,1958,0.006,24.46,90.3,32.5,3,2,30,18,9,0.569,0.569,13
0.013,1.4,0.006,7,5073,0.015,23.38,90.3,32.5,1,17,16,0,0,0.378,0.378,13
0.121,15.6,0.005,4,343,0.001,21.6,90.3,32.5,1,2,23,0,0,0.3,0.3,13
0.017,2.3,0.005,73,2077,0.006,19.22,90.3,32.5,1,3,2,0,9,0.359,0.359,13
0.007,0.8,0.004,21,7058,0.021,17.89,90.3,32.5,3,8,0,0,9,0.235,0.235,13
0.012,1.4,0.004,3,3408,0.01,17.82,90.3,32.5,3,9,30,0,9,0.247,0.247,13
0.126,14.5,0.003,21,245,0.0005,13.28,90.3,32.5,1,8,6,1,0,0.274,0.274,13
0.016,8.7,0.003,21,437,0.001,11.73,90.3,32.5,1,7,31,8,0,0.163,0.163,13
0.012,1.5,0.002,92,1441,0.004,10.88,90.3,32.5,1,15,5,29,9,0.41,0.41,13
0.003,0.4,0.001,22,4441,0.013,6.52,90.3,32.5,1,1,8,6,9,0.265,0.265,13
0.009,0.9,0.001,41,1331,0.004,4.87,90.3,32.5,1,2,3,0,9,0.353,0.353,13
0.01,1.1,0.001,35,1145,0.003,4.26,90.3,32.5,3,5,6,0,8,0.699,0.699,13
0.262,30.1,0.0005,30,80,0.0005,2.46,90.3,32.5,1,2,0,0,0,0.351,0.351,13
0.505,45,0.0005,12,6,0.0005,1.33,90.3,32.5,1,2,0,0,0,0.387,0.387,13
0.12,38.8,0.0005,28,13,0.0005,1.26,90.3,32.5,1,1,4,0,0,0.47,0.47,13
0.002,0.2,0.0005,21,1335,0.004,1.14,90.3,32.5,1,8,1,7,0,0.349,0.349,13
0.026,2.3,0.0005,84,98,0.0005,0.94,90.3,32.5,1,22,24,1,9,0.205,0.205,13
0.002,0.2,0.0005,7,1156,0.003,0.78,90.3,32.5,7,4,2,0,0,0.378,0.378,13
0.169,27.8,0.0005,41,6,0.0005,0.58,90.3,32.5,1,2,0,0,0,0.322,0.322,13
0.042,3.2,0.0005,12,40,0.0005,0.34,90.3,32.5,1,9,0,0,0,0.339,0.339,13
0.165,29,0.0005,49,4,0.0005,0.31,90.3,32.5,1,2,0,0,0,0.356,0.356,13
0.009,0.8,0.0005,41,69,0.0005,0.21,90.3,32.5,1,2,0,0,9,0.4,0.4,13
0.009,1.2,0.0005,91,39,0.0005,0.2,90.3,32.5,3,1,6,7,9,0.204,0.204,13
0.045,11.3,0.0005,35,6,0.0005,0.2,90.3,32.5,1,2,32,5,0,0.507,0.507,13
0.004,0.5,0.0005,77,85,0.0005,0.17,90.3,32.5,1,6,5,14,9,0.433,0.433,13
0.002,0.4,0.0005,35,105,0.0005,0.15,90.3,32.5,1,3,11,0,0,0.229,0.229,13
0.009,0.9,0.0005,42,32,0.0005,0.12,90.3,32.5,1,2,1,0,0,0.339,0.339,13
0.008,1.1,0.0005,49,28,0.0005,0.11,90.3,32.5,3,6,24,5,9,0.566,0.566,13
0.003,0.3,0.0005,21,100,0.0005,0.07,90.3,32.5,5,8,6,0,0,0.201,0.201,13
0.006,0.6,0.0005,41,40,0.0005,0.07,90.3,32.5,1,16,17,0,0,0.381,0.381,13
0.002,1.3,0.0005,22,13,0.0005,0.05,90.3,32.5,1,2,1,4,0,0.458,0.458,13
0.002,0.3,0.0005,41,33,0.0005,0.03,90.3,32.5,1,2,4,7,0,0.285,0.285,13
0.005,0.6,0.0005,77,15,0.0005,0.03,90.3,32.5,1,9,0,0,10,0.285,0.285,13
0.003,0.2,0.0005,59,40,0.0005,0.03,90.3,32.5,1,4,2,0,9,0.333,0.333,13
0.002,0.7,0.0005,63,10,0.0005,0.03,90.3,32.5,1,11,3,0,8,0.365,0.365,13
0.168,26.1,0.338,5,112638,0.252,12654.79,892,44.7,1,2,3,11,9,0.419,0.419,6
0.163,20,0.209,5,93096,0.208,7836.08,892,44.7,1,4,1,0,9,0.425,0.425,6
0.147,17.5,0.186,5,95451,0.213,6969.36,892,44.7,1,2,18,19,10,0.465,0.465,6
0.188,21.1,0.146,4,60841,0.136,5475.81,892,44.7,1,2,3,5,9,0.43,0.43,6
0.181,17,0.039,5,20394,0.045,1466.95,892,44.7,1,1,2,0,9,0.381,0.381,6
0.148,15.3,0.033,4,24190,0.054,1236.55,892,44.7,3,8,0,0,9,0.235,0.235,6
0.125,12,0.02,5,17707,0.039,783.13,892,44.7,1,1,8,6,9,0.265,0.265,6
0.155,24.2,0.006,34,1919,0.004,229.31,892,44.7,3,2,30,18,9,0.569,0.569,6
0.085,7.9,0.004,4,6383,0.014,183.22,892,44.7,1,8,1,7,0,0.349,0.349,6
0.153,14.6,0.002,56,1620,0.003,96.47,892,44.7,1,3,2,0,9,0.359,0.359,6
0.018,70.8,0.002,52,210,0.0005,82.47,892,44.7,1,8,14,6,8,0.192,0.192,6
0.129,13.9,0.002,75,1310,0.002,80.22,892,44.7,1,15,5,29,9,0.41,0.41,6
0.025,2.6,0.001,4,4269,0.009,40.37,892,44.7,1,8,6,1,0,0.274,0.274,6
0.136,13.2,0.001,18,636,0.001,38.07,892,44.7,3,2,11,16,8,0.315,0.315,6
0.161,14.7,0.0005,87,604,0.001,37.02,892,44.7,1,8,18,0,9,0.351,0.351,6
